date,temperature,rainfall,humidity,holiday,weekend,population_density,event_level,waste_volume
2021-03-11,31.2,0.0,85.2,0,0,8538,0,69.1
2021-03-12,32.6,79.3,90.5,0,0,8525,0,64.94
2021-03-13,31.1,21.8,86.3,0,1,8126,0,69.43
2021-03-14,32.0,0.0,82.3,0,1,8164,2,87.96
2021-03-15,30.6,17.8,82.1,0,0,8633,0,72.38
2021-03-16,34.2,57.7,88.7,0,0,8604,0,70.08
2021-03-17,32.6,6.1,85.7,0,0,8493,0,67.28
2021-03-18,34.3,120.0,94.3,0,0,8068,0,63.13
2021-03-19,32.9,18.7,85.7,0,0,8109,0,66.48
2021-03-20,34.8,0.4,83.7,0,1,8619,0,81.01
2021-03-21,30.8,77.6,90.5,0,1,8497,2,94.31
2021-03-22,30.5,90.0,90.9,0,0,8119,1,65.57
2021-03-23,32.0,84.1,87.8,0,0,8333,1,72.46
2021-03-24,30.9,30.4,86.2,0,0,7850,0,62.28
2021-03-25,32.1,8.2,82.3,0,0,8325,0,67.4
2021-03-26,30.8,45.7,85.4,0,0,8749,0,72.09
2021-03-27,31.7,104.9,88.4,0,1,8615,1,82.92
2021-03-28,32.2,54.9,85.7,0,1,8524,1,81.0
2021-03-29,31.9,88.9,93.7,0,0,8595,1,75.1
2021-03-30,33.3,22.3,82.9,0,0,8299,0,68.9
2021-03-31,32.3,58.6,87.4,0,0,8266,1,71.88
2021-04-01,34.2,3.0,77.6,0,0,8582,0,59.33
2021-04-02,33.9,6.7,75.7,0,0,8393,0,69.82
2021-04-03,32.4,6.7,77.1,0,1,8184,1,84.74
2021-04-04,34.1,12.9,75.6,0,1,8451,1,87.39
2021-04-05,31.6,15.4,74.1,0,0,8331,1,75.9
2021-04-06,32.1,6.7,75.5,0,0,7948,0,65.07
2021-04-07,31.6,12.1,75.4,0,0,8461,0,70.25
2021-04-08,32.6,0.0,75.0,0,0,8278,2,79.85
2021-04-09,32.6,5.3,76.5,0,0,8776,0,75.56
2021-04-10,32.9,7.4,71.1,0,1,8298,2,96.06
2021-04-11,31.8,8.0,73.1,0,1,8348,2,95.25
2021-04-12,33.6,23.3,72.8,0,0,8150,0,65.82
2021-04-13,35.0,0.0,74.9,0,0,7961,0,68.47
2021-04-14,33.2,6.8,76.0,0,0,8589,0,72.84
2021-04-15,34.8,16.9,73.8,0,0,8963,0,73.29
2021-04-16,33.6,18.5,72.0,0,0,8681,1,81.03
2021-04-17,33.2,0.0,75.3,0,1,8343,1,86.58
2021-04-18,33.1,17.6,75.8,0,1,8316,0,83.84
2021-04-19,32.9,17.3,78.9,0,0,8692,0,73.84
2021-04-20,33.4,9.8,76.3,0,0,8117,0,64.53
2021-04-21,30.9,22.8,71.6,0,0,8684,0,74.2
2021-04-22,30.7,10.9,72.2,0,0,8522,0,62.81
2021-04-23,32.7,14.1,79.1,0,0,8595,0,71.63
2021-04-24,34.3,19.6,77.2,0,1,8353,1,84.15
2021-04-25,32.6,9.7,79.0,0,1,8616,1,95.2
2021-04-26,32.6,10.6,76.5,0,0,8730,0,71.65
2021-04-27,33.7,16.5,72.5,0,0,8275,2,78.52
2021-04-28,33.5,6.0,75.6,0,0,8531,1,75.77
2021-04-29,33.1,0.0,79.7,0,0,8477,0,67.05
2021-04-30,30.7,6.1,79.5,0,0,8470,0,67.33
2021-05-01,30.5,22.9,74.8,1,1,8435,4,130.67
2021-05-02,32.1,13.2,74.0,0,1,8514,0,76.97
2021-05-03,34.1,0.0,74.4,0,0,8482,0,70.16
2021-05-04,31.3,3.8,74.9,0,0,8676,1,78.24
2021-05-05,33.6,9.6,78.1,0,0,8557,0,67.08
2021-05-06,32.4,7.7,76.3,0,0,8512,0,64.5
2021-05-07,33.5,29.4,78.9,0,0,8806,0,70.57
2021-05-08,32.8,3.8,79.4,0,1,8760,0,83.68
2021-05-09,35.0,0.0,79.2,0,1,8594,2,100.33
2021-05-10,34.7,0.0,79.4,0,0,8557,0,71.79
2021-05-11,33.5,0.6,69.5,0,0,8572,0,74.35
2021-05-12,31.5,13.4,74.5,0,0,8223,1,76.0
2021-05-13,32.4,22.0,80.9,1,0,8526,3,120.79
2021-05-14,31.6,0.0,74.2,1,0,8667,3,127.95
2021-05-15,30.2,19.2,76.1,0,1,8105,0,69.56
2021-05-16,34.6,10.7,78.6,0,1,8544,2,88.22
2021-05-17,32.2,27.9,77.8,0,0,8480,0,66.67
2021-05-18,33.0,7.4,72.4,0,0,8053,0,66.88
2021-05-19,33.3,0.0,70.9,0,0,8795,0,71.46
2021-05-20,33.4,0.0,76.7,0,0,8427,1,77.75
2021-05-21,31.0,13.6,84.2,0,0,8670,0,69.11
2021-05-22,32.4,11.3,73.8,0,1,8260,2,89.95
2021-05-23,30.7,2.1,72.9,0,1,8504,0,77.0
2021-05-24,33.4,11.2,78.1,0,0,8371,0,67.73
2021-05-25,31.4,7.5,77.1,0,0,8456,0,70.58
2021-05-26,33.6,15.1,80.7,0,0,8446,0,67.6
2021-05-27,33.0,15.6,85.1,0,0,8325,0,66.97
2021-05-28,31.9,0.2,73.6,0,0,8083,1,73.61
2021-05-29,30.0,10.2,71.0,0,1,8580,1,86.34
2021-05-30,32.1,10.9,75.4,0,1,8301,2,96.98
2021-05-31,32.2,0.0,73.7,0,0,8552,0,66.8
2021-06-01,32.1,15.3,77.9,1,0,8586,1,98.64
2021-06-02,29.2,20.1,74.2,0,0,8219,0,69.63
2021-06-03,31.1,0.0,72.2,0,0,8670,0,76.75
2021-06-04,29.4,20.6,75.6,0,0,8305,0,67.17
2021-06-05,30.7,12.5,71.3,0,1,8189,1,94.87
2021-06-06,30.8,6.8,78.6,0,1,7875,1,93.29
2021-06-07,31.1,8.8,74.3,0,0,8351,0,70.9
2021-06-08,30.6,5.9,80.3,0,0,8340,0,76.77
2021-06-09,33.1,5.3,74.8,0,0,8571,0,68.2
2021-06-10,31.6,20.1,76.5,0,0,8245,0,72.83
2021-06-11,31.7,10.1,75.5,0,0,8123,0,68.51
2021-06-12,31.7,8.2,75.5,0,1,8948,0,93.39
2021-06-13,32.1,1.6,75.4,0,1,8026,2,93.22
2021-06-14,30.6,16.9,73.1,0,0,8729,0,75.64
2021-06-15,29.6,13.8,78.1,0,0,8404,0,70.29
2021-06-16,30.5,5.9,72.2,0,0,8464,1,80.16
2021-06-17,31.7,8.1,79.5,0,0,8249,0,77.33
2021-06-18,29.8,0.1,71.4,0,0,8117,0,69.93
2021-06-19,29.7,2.1,80.6,0,1,8273,0,89.21
2021-06-20,32.2,0.0,82.3,0,1,8081,1,88.15
2021-06-21,29.0,16.7,72.7,0,0,7953,0,72.63
2021-06-22,30.8,8.0,76.8,0,0,8337,0,67.78
2021-06-23,32.2,14.7,72.2,0,0,8113,0,70.25
2021-06-24,29.7,23.0,78.5,0,0,8442,0,69.29
2021-06-25,32.0,9.7,75.1,0,0,8232,0,76.43
2021-06-26,33.1,0.0,74.8,0,1,8392,2,102.62
2021-06-27,31.2,13.9,70.4,0,1,8248,1,83.3
2021-06-28,30.0,24.1,76.0,0,0,8352,0,66.5
2021-06-29,29.8,0.0,70.3,0,0,8444,0,70.09
2021-06-30,33.8,7.2,75.0,0,0,8549,0,78.27
2021-07-01,30.0,0.0,72.6,0,0,8276,0,73.98
2021-07-02,30.2,21.0,74.0,0,0,8339,0,69.28
2021-07-03,30.4,2.7,73.3,0,1,8149,1,87.51
2021-07-04,29.9,30.3,77.1,0,1,8494,1,92.82
2021-07-05,30.0,23.9,77.9,0,0,8377,0,67.22
2021-07-06,31.0,8.0,76.9,0,0,8129,1,79.24
2021-07-07,28.2,8.6,75.4,0,0,8439,2,88.21
2021-07-08,28.8,6.9,76.2,0,0,8840,0,75.28
2021-07-09,28.5,6.1,75.5,0,0,8111,0,70.83
2021-07-10,29.3,5.9,75.8,0,1,8578,0,85.48
2021-07-11,28.7,19.5,79.1,0,1,8518,2,103.16
2021-07-12,31.1,6.2,76.9,0,0,8235,0,67.89
2021-07-13,29.4,0.0,74.5,0,0,8683,1,84.49
2021-07-14,28.3,0.0,73.5,0,0,8622,1,84.78
2021-07-15,29.6,6.0,73.1,0,0,8057,1,77.6
2021-07-16,30.6,27.2,74.2,0,0,8510,0,73.45
2021-07-17,30.3,13.0,78.0,0,1,8434,0,83.78
2021-07-18,29.0,24.6,81.9,0,1,8406,0,83.68
2021-07-19,28.5,7.5,79.1,0,0,8595,0,74.1
2021-07-20,28.4,0.0,76.1,0,0,8549,0,70.09
2021-07-21,31.0,0.0,78.1,0,0,8247,0,74.15
2021-07-22,29.4,14.3,77.0,0,0,8198,0,66.17
2021-07-23,29.3,0.0,75.3,0,0,8799,0,76.8
2021-07-24,26.9,9.0,73.4,0,1,8263,1,87.77
2021-07-25,31.5,6.5,71.7,0,1,8507,3,108.99
2021-07-26,30.0,2.2,76.7,0,0,8612,0,75.09
2021-07-27,29.6,0.3,76.3,0,0,8467,1,78.23
2021-07-28,28.3,7.4,82.8,0,0,8394,1,80.93
2021-07-29,30.1,23.2,80.3,0,0,8564,0,72.16
2021-07-30,28.0,21.9,72.3,0,0,7992,0,64.83
2021-07-31,28.3,17.9,81.0,0,1,8349,1,95.55
2021-08-01,29.4,8.7,77.5,0,1,8373,0,77.64
2021-08-02,29.8,32.6,77.1,0,0,8725,0,69.52
2021-08-03,32.7,6.1,76.8,0,0,8790,0,75.48
2021-08-04,29.1,10.6,80.3,0,0,8646,0,72.9
2021-08-05,28.1,15.0,76.6,0,0,8230,0,66.88
2021-08-06,26.6,11.6,77.7,0,0,8275,0,64.45
2021-08-07,27.3,0.0,72.6,0,1,8596,1,81.14
2021-08-08,30.0,15.1,75.1,0,1,8574,0,79.73
2021-08-09,26.6,9.3,72.1,0,0,8183,0,67.33
2021-08-10,30.5,17.3,76.0,0,0,8324,0,67.88
2021-08-11,29.9,19.2,74.8,0,0,8264,0,57.11
2021-08-12,28.4,0.0,78.8,0,0,8415,0,69.27
2021-08-13,27.4,3.3,74.0,0,0,8619,0,70.76
2021-08-14,26.9,10.5,82.3,0,1,8467,0,75.94
2021-08-15,27.8,8.4,75.7,0,1,8523,1,88.9
2021-08-16,32.3,0.0,75.3,0,0,8213,0,68.3
2021-08-17,29.3,0.0,80.5,1,0,8162,1,87.24
2021-08-18,28.6,0.2,75.1,0,0,8350,0,69.89
2021-08-19,29.4,3.3,76.4,0,0,8221,1,68.66
2021-08-20,28.4,3.0,75.6,0,0,8107,0,64.34
2021-08-21,26.6,11.5,82.0,0,1,8470,0,76.33
2021-08-22,26.9,4.3,74.9,0,1,8373,1,80.85
2021-08-23,26.9,9.9,69.4,0,0,8097,0,64.7
2021-08-24,27.0,4.9,76.9,0,0,8262,0,68.7
2021-08-25,27.2,0.0,79.8,0,0,8436,0,70.04
2021-08-26,26.1,5.7,75.8,0,0,8307,0,67.23
2021-08-27,25.9,2.5,79.9,0,0,8384,0,61.38
2021-08-28,27.0,0.0,79.3,0,1,8373,0,71.99
2021-08-29,27.5,6.4,76.7,0,1,8672,1,87.46
2021-08-30,25.6,10.4,76.6,0,0,8122,0,63.63
2021-08-31,25.5,12.2,77.4,0,0,8782,0,67.48
2021-09-01,25.8,7.1,76.7,0,0,7968,0,67.35
2021-09-02,24.9,12.4,76.3,0,0,8680,0,68.14
2021-09-03,25.3,10.1,77.8,0,0,8894,0,71.17
2021-09-04,26.1,8.2,75.7,0,1,8617,1,89.1
2021-09-05,27.3,27.7,75.3,0,1,8460,0,74.82
2021-09-06,27.8,6.7,74.1,0,0,8552,0,74.86
2021-09-07,26.8,9.9,76.2,0,0,8272,0,62.82
2021-09-08,24.9,25.5,74.8,0,0,8253,0,61.05
2021-09-09,27.0,0.0,75.7,0,0,8300,0,63.08
2021-09-10,28.1,0.0,79.8,0,0,8550,0,72.16
2021-09-11,25.1,11.5,80.0,0,1,8250,0,76.61
2021-09-12,27.7,0.0,71.8,0,1,8464,0,75.48
2021-09-13,28.0,4.3,73.3,0,0,8686,0,66.6
2021-09-14,26.9,26.0,78.7,0,0,8217,0,66.42
2021-09-15,24.8,15.8,71.0,0,0,8207,0,65.04
2021-09-16,26.5,17.2,74.7,0,0,8262,1,75.66
2021-09-17,29.1,27.5,80.1,0,0,8149,1,69.26
2021-09-18,26.0,15.8,75.9,0,1,8500,0,78.41
2021-09-19,26.7,6.0,76.9,0,1,8379,2,92.33
2021-09-20,24.5,18.9,78.0,0,0,8220,0,62.5
2021-09-21,25.8,20.7,77.5,0,0,8658,0,65.54
2021-09-22,27.2,0.0,73.6,0,0,8570,0,64.55
2021-09-23,26.8,9.5,78.2,0,0,8574,1,75.91
2021-09-24,27.0,24.5,77.6,0,0,8389,0,66.23
2021-09-25,26.3,20.0,73.6,0,1,8314,1,86.06
2021-09-26,25.8,18.0,68.4,0,1,8199,1,83.63
2021-09-27,24.8,14.8,82.0,0,0,8478,0,65.89
2021-09-28,27.6,0.0,70.3,0,0,8221,0,69.2
2021-09-29,26.9,0.0,73.6,0,0,8279,1,74.49
2021-09-30,25.5,15.1,74.0,0,0,8388,0,69.43
2021-10-01,26.3,14.8,77.8,0,0,8310,0,69.2
2021-10-02,25.9,0.0,72.2,0,1,8075,1,79.84
2021-10-03,25.0,34.7,76.1,0,1,7888,1,76.85
2021-10-04,26.2,13.3,78.7,0,0,8212,0,66.62
2021-10-05,28.4,4.0,73.5,0,0,8258,0,62.69
2021-10-06,24.0,16.0,77.5,0,0,8453,0,62.8
2021-10-07,25.8,10.1,79.3,0,0,8402,0,62.55
2021-10-08,25.3,7.1,77.4,0,0,8484,0,66.15
2021-10-09,24.8,7.9,79.1,0,1,8223,1,80.18
2021-10-10,27.3,7.5,67.5,0,1,8219,2,84.58
2021-10-11,26.4,9.5,76.9,0,0,8335,0,66.03
2021-10-12,25.6,29.7,78.0,0,0,8244,1,68.72
2021-10-13,27.2,7.1,75.4,0,0,8384,0,69.45
2021-10-14,26.4,5.8,70.3,0,0,8573,0,72.95
2021-10-15,26.8,0.0,75.5,0,0,8571,0,68.86
2021-10-16,25.2,12.0,81.0,0,1,8641,2,90.74
2021-10-17,27.6,3.5,67.4,0,1,8332,0,77.89
2021-10-18,27.1,3.4,75.4,0,0,8330,0,65.86
2021-10-19,24.7,0.0,71.0,0,0,8402,0,64.98
2021-10-20,26.9,7.3,75.4,0,0,8628,0,65.77
2021-10-21,26.5,11.7,76.2,0,0,8509,1,72.39
2021-10-22,27.5,21.5,75.3,0,0,8286,0,63.19
2021-10-23,26.1,5.8,76.1,0,1,7929,1,81.41
2021-10-24,26.9,0.0,79.4,0,1,8283,1,84.41
2021-10-25,25.3,0.0,71.1,0,0,8011,1,74.06
2021-10-26,24.8,0.0,71.9,0,0,8640,0,69.31
2021-10-27,26.3,0.0,74.9,0,0,8574,0,68.63
2021-10-28,26.9,1.9,74.6,0,0,8807,0,68.71
2021-10-29,25.6,13.7,74.8,0,0,8355,0,62.83
2021-10-30,26.9,6.5,75.9,0,1,8220,1,80.23
2021-10-31,26.1,0.0,71.4,0,1,8192,1,79.23
2021-11-01,27.3,35.2,86.3,0,0,8274,0,57.01
2021-11-02,27.1,64.9,88.0,0,0,8636,0,60.93
2021-11-03,24.3,0.0,81.7,0,0,8523,0,70.66
2021-11-04,26.9,24.9,84.6,0,0,8437,0,65.58
2021-11-05,28.3,45.2,86.2,0,0,8245,0,62.65
2021-11-06,27.0,14.9,78.3,0,1,8390,0,77.44
2021-11-07,26.0,26.7,80.4,0,1,8625,0,69.7
2021-11-08,28.7,46.0,91.8,0,0,8507,0,66.5
2021-11-09,25.5,57.9,84.9,0,0,8474,0,64.93
2021-11-10,26.1,64.6,92.6,0,0,8471,0,61.64
2021-11-11,27.7,69.9,83.5,0,0,8625,0,59.09
2021-11-12,26.6,0.0,80.0,0,0,8525,0,66.1
2021-11-13,25.7,9.0,79.6,0,1,8333,1,86.98
2021-11-14,24.3,54.8,85.6,0,1,8430,2,85.19
2021-11-15,25.4,8.1,88.5,0,0,8112,0,59.96
2021-11-16,27.1,61.7,83.5,0,0,8387,1,74.22
2021-11-17,25.5,37.1,88.1,0,0,8410,0,60.73
2021-11-18,26.1,36.9,86.4,0,0,8082,0,61.04
2021-11-19,27.1,35.9,81.8,0,0,8118,1,65.62
2021-11-20,26.5,19.9,82.5,0,1,8162,1,77.98
2021-11-21,28.1,13.4,75.5,0,1,8376,1,82.65
2021-11-22,24.0,104.5,92.3,0,0,8603,0,63.83
2021-11-23,27.5,0.0,82.0,0,0,8235,0,68.6
2021-11-24,24.0,25.6,81.4,0,0,8399,0,62.41
2021-11-25,27.1,19.0,84.0,0,0,8396,0,63.68
2021-11-26,25.9,9.0,85.3,0,0,8205,0,65.69
2021-11-27,26.0,65.7,86.5,0,1,8644,2,88.98
2021-11-28,29.3,27.6,86.0,0,1,8414,0,75.75
2021-11-29,25.0,13.9,85.5,0,0,8661,0,68.47
2021-11-30,25.4,15.9,85.0,0,0,8132,0,63.42
2021-12-01,28.5,85.0,87.7,0,0,8196,0,65.79
2021-12-02,30.2,69.1,86.5,0,0,8578,0,68.65
2021-12-03,27.4,45.8,86.6,0,0,8559,0,74.0
2021-12-04,28.6,41.0,88.1,0,1,8434,1,96.96
2021-12-05,27.6,33.8,89.5,0,1,8453,2,97.54
2021-12-06,27.8,20.2,83.0,0,0,8483,0,70.46
2021-12-07,26.9,0.0,80.5,0,0,8616,1,81.64
2021-12-08,27.9,93.4,87.4,0,0,8725,0,67.73
2021-12-09,27.8,60.1,86.1,0,0,8499,0,69.79
2021-12-10,24.6,72.4,89.8,0,0,8219,0,65.55
2021-12-11,24.9,68.0,91.0,0,1,8382,2,89.28
2021-12-12,30.8,63.5,83.1,0,1,8267,0,79.68
2021-12-13,27.7,120.0,95.0,0,0,8400,0,66.92
2021-12-14,26.2,44.3,88.1,0,0,8683,0,68.78
2021-12-15,27.9,5.8,83.3,0,0,8304,1,79.38
2021-12-16,26.0,0.0,79.0,0,0,8321,0,71.3
2021-12-17,28.3,45.4,88.2,0,0,8257,0,71.44
2021-12-18,29.5,84.9,84.6,0,1,8671,0,82.81
2021-12-19,28.3,43.8,85.4,0,1,8574,1,89.97
2021-12-20,30.8,0.0,83.0,0,0,8253,1,77.46
2021-12-21,29.0,38.9,89.1,0,0,8428,2,84.57
2021-12-22,27.4,46.7,86.4,0,0,8685,0,73.07
2021-12-23,30.0,70.2,85.3,0,0,8103,0,66.52
2021-12-24,28.5,75.8,86.6,0,0,8379,1,74.59
2021-12-25,24.7,78.2,93.1,1,1,8276,2,111.58
2021-12-26,27.9,72.0,84.6,0,1,8477,2,96.98
2021-12-27,28.2,25.0,87.3,0,0,8754,0,70.92
2021-12-28,26.4,45.4,90.9,0,0,8252,0,74.84
2021-12-29,28.7,24.4,87.4,0,0,8638,0,74.3
2021-12-30,30.5,70.7,91.2,0,0,8204,0,63.24
2021-12-31,28.5,55.8,89.9,0,0,8666,1,76.77
2022-01-01,29.9,38.3,83.3,1,1,8804,2,131.47
2022-01-02,30.3,59.9,88.9,0,1,9138,0,83.58
2022-01-03,30.7,90.4,91.6,0,0,8840,0,67.18
2022-01-04,26.5,1.6,86.5,0,0,8901,0,72.59
2022-01-05,28.7,20.9,84.1,0,0,8974,0,76.51
2022-01-06,29.4,10.9,83.5,0,0,9185,0,73.75
2022-01-07,29.9,120.0,94.0,0,0,9156,0,69.46
2022-01-08,30.0,33.6,88.0,0,1,8797,2,104.17
2022-01-09,29.0,57.9,85.8,0,1,8666,1,87.1
2022-01-10,31.2,0.0,81.2,0,0,9121,0,77.27
2022-01-11,27.1,31.7,86.5,0,0,9035,0,73.32
2022-01-12,31.3,0.0,82.0,0,0,8847,0,72.58
2022-01-13,27.1,46.8,89.0,0,0,9057,0,76.46
2022-01-14,30.9,97.6,94.6,0,0,8748,0,68.5
2022-01-15,30.9,10.0,85.1,0,1,8675,0,84.94
2022-01-16,31.0,120.0,90.7,0,1,9004,0,84.99
2022-01-17,28.6,43.5,86.3,0,0,8534,0,70.47
2022-01-18,29.4,33.2,85.2,0,0,9059,0,73.75
2022-01-19,29.2,0.0,79.8,0,0,8914,0,70.78
2022-01-20,31.4,66.1,88.1,0,0,8587,0,70.68
2022-01-21,28.0,84.4,91.6,0,0,8985,1,79.08
2022-01-22,28.8,53.8,84.2,0,1,8624,0,77.76
2022-01-23,28.0,54.2,91.7,0,1,8961,1,86.66
2022-01-24,28.4,7.4,75.7,0,0,8759,0,75.31
2022-01-25,30.7,58.0,90.0,0,0,8646,0,71.23
2022-01-26,26.2,14.2,80.6,0,0,8697,0,74.18
2022-01-27,29.8,45.9,82.0,0,0,8676,0,77.58
2022-01-28,28.9,55.6,84.6,0,0,8936,0,73.6
2022-01-29,28.3,25.2,85.9,0,1,8843,0,84.35
2022-01-30,28.4,55.9,88.7,0,1,8569,2,97.3
2022-01-31,30.3,20.1,85.8,0,0,8559,0,72.18
2022-02-01,33.8,108.5,89.8,0,0,8944,0,68.08
2022-02-02,32.1,23.6,85.1,0,0,8899,0,73.58
2022-02-03,29.2,106.5,88.7,0,0,8645,0,61.93
2022-02-04,33.3,15.7,86.2,0,0,8731,0,71.23
2022-02-05,32.2,81.8,88.8,0,1,8631,0,78.4
2022-02-06,32.0,75.3,90.0,0,1,8687,2,91.42
2022-02-07,29.8,58.4,89.0,0,0,8892,0,65.27
2022-02-08,31.0,9.7,88.0,0,0,9068,0,68.09
2022-02-09,31.8,25.7,84.9,0,0,8846,0,63.13
2022-02-10,32.6,54.7,89.8,0,0,8722,0,71.38
2022-02-11,31.1,97.5,92.3,0,0,8933,0,67.81
2022-02-12,30.5,0.0,84.0,0,1,9184,1,91.23
2022-02-13,27.1,5.1,83.9,0,1,9030,1,91.55
2022-02-14,30.6,48.4,90.2,0,0,8402,1,69.4
2022-02-15,30.0,16.6,79.4,0,0,8955,0,70.86
2022-02-16,30.4,20.8,84.1,0,0,8834,1,72.9
2022-02-17,31.6,52.0,86.9,0,0,8864,0,62.88
2022-02-18,30.3,58.4,87.9,0,0,8739,0,59.78
2022-02-19,30.5,12.1,85.8,0,1,8694,1,82.76
2022-02-20,29.9,52.0,91.3,0,1,8920,0,79.61
2022-02-21,30.7,43.3,92.9,0,0,8850,0,66.37
2022-02-22,30.3,33.4,87.1,0,0,8804,0,70.07
2022-02-23,31.6,71.1,86.7,0,0,8973,0,70.04
2022-02-24,31.8,15.9,86.7,0,0,8894,0,72.03
2022-02-25,32.4,37.6,86.3,0,0,8458,0,65.8
2022-02-26,33.0,10.2,87.1,0,1,8808,0,82.88
2022-02-27,31.9,81.9,92.5,0,1,9026,1,84.55
2022-02-28,32.0,23.6,82.2,0,0,8774,0,72.27
2022-03-01,33.0,49.5,87.7,0,0,8630,0,73.27
2022-03-02,33.0,98.4,90.8,0,0,8827,0,70.7
2022-03-03,35.0,60.8,89.8,0,0,8789,1,67.55
2022-03-04,35.0,46.5,90.6,0,0,8680,0,68.0
2022-03-05,30.2,9.8,88.3,0,1,8907,0,82.26
2022-03-06,34.6,60.6,91.4,0,1,8601,0,76.86
2022-03-07,32.2,49.2,85.5,0,0,8521,0,62.37
2022-03-08,34.2,1.9,81.7,0,0,8688,0,66.18
2022-03-09,35.0,69.0,91.2,0,0,8717,0,70.12
2022-03-10,32.1,36.4,81.7,0,0,8829,0,67.86
2022-03-11,29.7,111.4,92.0,0,0,8692,0,60.88
2022-03-12,32.8,34.5,79.5,0,1,8985,1,85.72
2022-03-13,30.4,20.2,85.5,0,1,9088,1,91.01
2022-03-14,34.7,75.5,92.8,0,0,8930,0,65.92
2022-03-15,31.3,26.2,88.0,0,0,9063,1,78.8
2022-03-16,34.3,1.4,83.6,0,0,8678,0,68.32
2022-03-17,32.1,120.0,94.5,0,0,9290,0,65.13
2022-03-18,32.6,0.0,80.1,0,0,9056,1,85.53
2022-03-19,34.2,23.3,86.7,0,1,9111,0,84.55
2022-03-20,33.9,70.3,95.0,0,1,9037,3,101.35
2022-03-21,33.4,109.3,93.1,0,0,8734,2,77.84
2022-03-22,31.7,72.3,88.5,0,0,8811,0,70.15
2022-03-23,33.6,87.6,92.5,0,0,8769,0,68.16
2022-03-24,33.0,46.2,85.7,0,0,8752,0,72.27
2022-03-25,35.0,0.0,81.7,0,0,8979,0,72.09
2022-03-26,32.8,42.8,86.2,0,1,8483,2,92.53
2022-03-27,33.7,0.0,77.5,0,1,8933,0,85.25
2022-03-28,29.8,86.4,95.0,0,0,8345,1,66.89
2022-03-29,29.8,48.9,84.2,0,0,8956,0,69.34
2022-03-30,34.4,63.7,88.2,0,0,9182,0,68.35
2022-03-31,31.3,69.3,90.2,0,0,8835,0,67.4
2022-04-01,32.9,16.7,75.0,0,0,8689,0,66.97
2022-04-02,31.9,21.6,79.3,0,1,8304,1,84.37
2022-04-03,32.3,0.0,77.8,0,1,8849,1,91.92
2022-04-04,30.8,11.5,72.0,0,0,8845,0,70.64
2022-04-05,34.3,17.3,73.7,0,0,8516,0,71.01
2022-04-06,33.6,7.7,75.9,0,0,8626,0,69.4
2022-04-07,34.5,0.6,74.8,0,0,8458,0,67.51
2022-04-08,31.0,16.9,77.0,0,0,8671,0,71.43
2022-04-09,29.7,22.3,78.4,0,1,8740,2,95.88
2022-04-10,33.8,21.2,76.9,0,1,8531,2,91.44
2022-04-11,32.9,22.0,76.7,0,0,8653,0,66.68
2022-04-12,31.2,34.1,76.8,0,0,8590,0,66.73
2022-04-13,34.7,6.6,77.2,0,0,9129,0,73.26
2022-04-14,34.0,6.2,72.4,0,0,8534,0,74.05
2022-04-15,33.4,25.3,74.8,0,0,9210,0,73.8
2022-04-16,31.8,0.0,77.3,0,1,8942,1,91.58
2022-04-17,33.3,0.0,76.4,0,1,9003,3,105.65
2022-04-18,34.5,2.4,73.6,0,0,9148,1,84.96
2022-04-19,33.3,17.2,74.6,0,0,8745,0,69.53
2022-04-20,33.2,16.2,72.7,0,0,8574,0,68.05
2022-04-21,32.3,36.6,77.9,0,0,8743,0,70.94
2022-04-22,34.2,15.2,75.9,0,0,8772,0,72.93
2022-04-23,34.3,1.8,72.0,0,1,8383,2,85.3
2022-04-24,35.0,10.5,78.9,0,1,8710,0,81.81
2022-04-25,29.9,17.3,74.8,0,0,8640,0,69.61
2022-04-26,32.7,12.4,75.2,0,0,8593,1,75.78
2022-04-27,33.4,1.0,79.9,0,0,8909,0,73.14
2022-04-28,29.0,18.5,71.3,0,0,8737,0,64.68
2022-04-29,35.0,12.7,74.0,0,0,8807,0,64.19
2022-04-30,31.4,0.0,73.9,0,1,9002,3,104.43
2022-05-01,32.6,23.6,79.9,1,1,8535,3,127.12
2022-05-02,31.8,11.9,73.9,1,0,8827,1,85.57
2022-05-03,32.7,0.0,79.2,1,0,8645,2,101.87
2022-05-04,31.6,20.5,79.3,0,0,8742,1,69.61
2022-05-05,31.5,27.5,76.8,0,0,8804,0,68.35
2022-05-06,32.6,13.7,74.4,0,0,8775,0,76.86
2022-05-07,33.8,6.5,74.9,0,1,8766,2,98.01
2022-05-08,31.7,14.1,80.1,0,1,9110,1,92.83
2022-05-09,31.8,24.2,79.6,0,0,9001,0,73.02
2022-05-10,32.9,16.0,73.3,0,0,8603,0,70.04
2022-05-11,33.2,6.8,72.2,0,0,8886,0,71.8
2022-05-12,32.4,0.0,76.6,0,0,9420,0,79.29
2022-05-13,32.4,21.9,70.7,0,0,8913,0,71.47
2022-05-14,33.5,0.0,78.7,0,1,8609,0,81.7
2022-05-15,31.7,17.6,73.3,0,1,8426,1,85.73
2022-05-16,34.0,0.0,74.3,0,0,8584,1,76.17
2022-05-17,35.0,11.5,71.8,0,0,8913,0,75.96
2022-05-18,32.6,28.0,77.6,0,0,8694,1,74.36
2022-05-19,34.0,3.1,73.8,0,0,8856,2,91.21
2022-05-20,32.3,7.7,80.1,0,0,8833,0,68.67
